Player,"Tm","Year","WS","VORP"
Thurl Bailey,"UTA",1989,4.6,0.8
Ken Bannister,"LAC",1989,0.1,-0.6
Charles Barkley,"PHI",1989,17.3,9.2
Dana Barros,"SEA",1989,1.8,0
John Battle,"ATL",1989,1.7,-0.5
Kenny Battle,"PHO",1989,1.9,0.5
William Bedford,"DET",1989,-0.1,-0.4
Benoit Benjamin,"LAC",1989,5.4,2.3
Winston Bennett,"CLE",1989,1.1,-0.3
Larry Bird,"BOS",1989,9.5,6.1
Uwe Blab,"TOT",1989,-0.4,-0.6
Rolando Blackman,"DAL",1989,6.8,1.9
Mookie Blaylock,"NJN",1989,-0.3,0
Muggsy Bogues,"CHH",1989,6.7,0.7
Manute Bol,"GSW",1989,0,0.3
Anthony Bowie,"HOU",1989,0.7,-0.4
Sam Bowie,"NJN",1989,4.7,0.4
Adrian Branch,"MIN",1989,0,-0.1
Randy Breuer,"TOT",1989,2,-0.2
Frank Brickowski,"SAS",1989,3.8,1
Scott Brooks,"PHI",1989,2.7,0.1
Chucky Brown,"CLE",1989,2.2,-0.6
Mike Brown,"UTA",1989,3.7,0.4
Raymond Brown,"UTA",1989,-0.2,-0.1
Tony Brown,"MIL",1989,0,-0.4
Stanley Brundy,"NJN",1989,0.2,0
Mark Bryant,"POR",1989,1,-0.2
Torgeir Bryn,"LAC",1989,0,0
Steve Bucknall,"LAL",1989,-0.3,-0.2
Greg Butler,"NYK",1989,-0.1,-0.1
Michael Cage,"SEA",1989,6.8,2
Adrian Caldwell,"HOU",1989,0.4,-0.2
Tony Campbell,"MIN",1989,5.3,1.5
Rick Carlisle,"NJN",1989,-0.2,-0.1
Antoine Carr,"TOT",1989,3.5,0.5
Joe Barry Carroll,"TOT",1989,0.7,-0.6
Bill Cartwright,"CHI",1989,4.5,0.2
Terry Catledge,"ORL",1989,2.5,-0.9
Tom Chambers,"PHO",1989,11.2,2.9
Rex Chapman,"CHH",1989,-0.7,-0.7
Maurice Cheeks,"TOT",1989,7.1,1.7
Derrick Chievous,"TOT",1989,1.2,-0.2
Ben Coleman,"MIL",1989,0.5,-0.2
Steve Colter,"WSB",1989,2.7,0.6
Lester Conner,"NJN",1989,3.7,1.4
Michael Cooper,"LAL",1989,2.7,0.8
Wayne Cooper,"POR",1989,2.7,0.6
Lanard Copeland,"PHI",1989,-0.2,-0.3
Tyrone Corbin,"MIN",1989,6.8,3.5
Dave Corzine,"ORL",1989,-0.2,-0.2
Pat Cummings,"MIA",1989,0.1,-0.5
Terry Cummings,"SAS",1989,8.7,2.7
Dell Curry,"CHH",1989,1.8,0.9
Quintin Dailey,"SEA",1989,0.1,-0.5
Adrian Dantley,"DAL",1989,3.1,0.3
Brad Daugherty,"CLE",1989,3.1,0.6
Brad Davis,"DAL",1989,2.9,0.1
Charles Davis,"CHI",1989,-0.2,-0.7
Terry Davis,"MIA",1989,0.5,-0.6
Walter Davis,"DEN",1989,3.6,0.3
Johnny Dawkins,"PHI",1989,6.4,1.7
Vinny Del Negro,"SAC",1989,2.2,-0.3
Byron Dinkins,"HOU",1989,0.3,-0.2
Vlade Divac,"LAL",1989,5,1.4
James Donaldson,"DAL",1989,4.5,0.1
Sherman Douglas,"MIA",1989,4.4,1.2
Terry Dozier,"CHH",1989,-0.2,-0.1
Greg Dreiling,"IND",1989,0.2,-0.3
Larry Drew,"LAL",1989,1.4,-0.5
Clyde Drexler,"POR",1989,11.6,6.6
Kevin Duckworth,"POR",1989,4.8,-0.2
Chris Dudley,"TOT",1989,0.2,-0.7
Joe Dumars,"DET",1989,8.7,2.3
Mike Dunleavy,"MIL",1989,-0.1,-0.1
T.R. Dunn,"DEN",1989,1.4,0.4
Ledell Eackles,"WSB",1989,1,-0.9
Mark Eaton,"UTA",1989,5.3,2.3
Blue Edwards,"UTA",1989,2.7,1
James Edwards,"DET",1989,5.6,-0.2
Jay Edwards,"LAC",1989,0,0
Kevin Edwards,"MIA",1989,0.3,-0.1
Craig Ehlo,"CLE",1989,6.5,3.4
Sean Elliott,"SAS",1989,4.6,0.6
Dale Ellis,"SEA",1989,6.4,2.3
Pervis Ellison,"SAC",1989,0.4,0
Alex English,"DEN",1989,5.1,1
Patrick Ewing,"NYK",1989,13.5,5.2
Jim Farmer,"SEA",1989,0.7,-0.1
Duane Ferrell,"ATL",1989,-0.1,0
Vern Fleming,"IND",1989,6.7,2
Sleepy Floyd,"HOU",1989,6.3,0.8
Tellis Frank,"MIA",1989,2,-0.4
Corey Gaines,"PHI",1989,-0.1,-0.2
Kevin Gamble,"BOS",1989,1.9,0.1
Winston Garland,"TOT",1989,-0.3,-0.8
Tom Garrick,"LAC",1989,2.5,0.1
Kenny Gattison,"CHH",1989,1.5,0.2
Derrick Gervin,"NJN",1989,1.3,0.1
Armen Gilliam,"TOT",1989,4.5,1.1
Mike Gminski,"PHI",1989,6,0.9
Gary Grant,"LAC",1989,1.3,0.8
Greg Grant,"PHO",1989,-0.1,-0.6
Harvey Grant,"WSB",1989,2.6,0.3
Horace Grant,"CHI",1989,8,2.9
Stuart Gray,"TOT",1989,0.6,-0.2
Jeff Grayer,"MIL",1989,1.5,-0.4
A.C. Green,"LAL",1989,7.7,1.6
Rickey Green,"IND",1989,0.7,-0.7
Sidney Green,"ORL",1989,1.7,-0.4
Dave Greenwood,"DET",1989,0.4,0
Darrell Griffith,"UTA",1989,2.5,0.6
Scott Haffner,"MIA",1989,-0.1,-0.7
Jack Haley,"TOT",1989,0.3,-1.3
Tom Hammonds,"WSB",1989,0.5,-0.6
Bob Hansen,"UTA",1989,2.8,1.1
Bill Hanzlik,"DEN",1989,2.9,0.6
Tim Hardaway,"GSW",1989,3.3,1.3
Derek Harper,"DAL",1989,9.9,4.8
Ron Harper,"TOT",1989,3.9,2.2
Steve Harris,"LAC",1989,-0.1,-0.2
Scott Hastings,"DET",1989,0.3,0
Hersey Hawkins,"PHI",1989,8,2.9
Gerald Henderson,"TOT",1989,1.2,0.1
Mike Higgins,"TOT",1989,0.1,0
Rod Higgins,"GSW",1989,5,1.4
Roy Hinson,"NJN",1989,1.8,0.1
Craig Hodges,"CHI",1989,2.6,-0.1
Mike Holton,"CHH",1989,-0.2,-0.3
Dave Hoppen,"CHH",1989,0,-0.1
Dennis Hopson,"NJN",1989,3.1,0.5
Tito Horford,"MIL",1989,-0.2,-0.5
Jeff Hornacek,"PHO",1989,8.7,4.1
Ed Horton,"WSB",1989,0.4,-0.2
Eddie Hughes,"DEN",1989,1,-0.1
Jay Humphries,"MIL",1989,7.6,2.5
Byron Irvin,"POR",1989,1.2,0.2
Jaren Jackson,"NJN",1989,-0.1,-0.1
Mark Jackson,"NYK",1989,3.7,1
Michael Jackson,"SAC",1989,0,0
Avery Johnson,"SEA",1989,0.5,-0.4
Buck Johnson,"HOU",1989,6.2,1.8
Dennis Johnson,"BOS",1989,3.8,0.5
Eddie Johnson2,"PHO",1989,3.9,0.3
Eric Johnson,"UTA",1989,-0.4,-0.3
Kevin Johnson,"PHO",1989,11.6,4
Magic Johnson,"LAL",1989,16.5,8.5
Marques Johnson,"GSW",1989,0,-0.1
Steve Johnson,"TOT",1989,0,-0.2
Vinnie Johnson,"DET",1989,3.2,0.9
Nate Johnston,"TOT",1989,0.1,-0.1
Anthony Jones,"DAL",1989,0,-0.4
Caldwell Jones,"SAS",1989,1.3,-0.3
Charles Jones1,"WSB",1989,3.8,2.1
Michael Jordan,"CHI",1989,19,10.1
Shawn Kemp,"SEA",1989,2.1,0.1
Tim Kempton,"DEN",1989,1.3,-0.1
Steve Kerr,"CLE",1989,3.2,-0.4
Jerome Kersey,"POR",1989,8.8,3.6
Randolph Keys,"TOT",1989,1,-0.6
Stan Kimbrough,"DET",1989,0.1,0
Bernard King,"WSB",1989,5.5,1.5
Stacey King,"CHI",1989,3.6,-0.1
Greg Kite,"SAC",1989,0.8,-0.2
Joe Kleine,"BOS",1989,2.3,-0.3
Jon Koncak,"ATL",1989,1.4,0.3
Frank Kornet,"MIL",1989,0,-0.4
Larry Krystkowiak,"MIL",1989,0.1,-0.3
Bill Laimbeer,"DET",1989,10.1,3.9
Jerome Lane,"DEN",1989,1.2,0.6
Andrew Lang,"PHO",1989,3,1
Jeff Lebo,"SAS",1989,0,0
Eric Leckner,"UTA",1989,1.7,-0.2
Tim Legler,"PHO",1989,0,-0.1
Gary Leonard,"MIN",1989,0,-0.2
Jim Les,"TOT",1989,0.1,-0.1
Clifford Lett,"CHI",1989,-0.1,-0.1
Fat Lever,"DEN",1989,8.8,5.4
Cliff Levingston,"ATL",1989,3.4,1.1
Ralph Lewis,"TOT",1989,0,0
Reggie Lewis,"BOS",1989,6.7,2.1
Todd Lichti,"DEN",1989,1.8,-0.2
Alton Lister,"GSW",1989,0.1,0
Lewis Lloyd,"TOT",1989,0,-0.1
Brad Lohaus,"TOT",1989,3.3,1
Grant Long,"MIA",1989,2.7,0.5
John Long,"ATL",1989,0.2,-0.3
Sidney Lowe,"MIN",1989,1.5,-1
John Lucas,"HOU",1989,1,-0.4
Rick Mahorn,"PHI",1989,5.3,1.4
Dan Majerle,"PHO",1989,5.5,2.5
Jeff Malone,"WSB",1989,5.2,0
Karl Malone,"UTA",1989,15.9,6.7
Moses Malone,"ATL",1989,7.7,2.1
Danny Manning,"LAC",1989,5.3,1.9
Roy Marble,"ATL",1989,-0.3,-0.2
Sarunas Marciulionis,"GSW",1989,3.8,0.7
Jeff Martin,"LAC",1989,0.9,-0.7
Anthony Mason,"NJN",1989,-0.1,-0.2
Wes Matthews,"ATL",1989,0.1,0
Vernon Maxwell,"TOT",1989,2.8,0.3
Bob McCann,"DAL",1989,0.1,0
Mel McCants,"LAL",1989,0,-0.1
George McCloud,"IND",1989,-0.7,-0.5
Tim McCormick,"HOU",1989,-0.1,-0.2
Rodney McCray,"SAC",1989,7.9,3.6
Xavier McDaniel,"SEA",1989,5.4,1.9
Mike McGee,"PHO",1989,0.4,0
Kevin McHale,"BOS",1989,11.1,3.9
Derrick McKey,"SEA",1989,6.3,2.8
Carlton McKinney,"LAC",1989,-0.3,-0.2
Nate McMillan,"SEA",1989,4.9,3
Mark McNamara,"LAL",1989,0.1,-0.5
Scott Meents,"SEA",1989,0.2,-0.1
Reggie Miller,"IND",1989,12.1,4.6
Sam Mitchell,"MIN",1989,5.1,0.2
Paul Mokeski,"CLE",1989,0.2,-0.6
Johnny Moore,"SAS",1989,0.3,-0.2
Chris Morris,"NJN",1989,3.2,1.8
Mike Morrison,"PHO",1989,-0.3,-0.3
John Morton,"CLE",1989,-0.9,-0.7
Chris Mullin,"GSW",1989,10.2,4.9
Tod Murphy,"MIN",1989,6.1,1.6
Pete Myers,"TOT",1989,0,-0.3
Larry Nance,"CLE",1989,6.5,2.5
Calvin Natt,"IND",1989,0.5,0
Ed Nealy,"CHI",1989,1.3,0.1
Chuck Nevitt,"HOU",1989,0,0
Johnny Newman,"NYK",1989,4.5,0.7
Kurt Nimphius,"PHI",1989,0.1,-0.3
Dyron Nix,"IND",1989,0,-0.2
Ken Norman,"LAC",1989,2.9,0.9
Charles Oakley,"NYK",1989,6,2.1
Hakeem Olajuwon,"HOU",1989,11.2,6.3
Jawann Oldham,"TOT",1989,0,-0.1
Jose Ortiz,"UTA",1989,0.1,0
Robert Parish,"BOS",1989,7.8,2.1
Zarko Paspalj,"SAS",1989,-0.3,-0.3
Jim Paxson,"BOS",1989,1.4,-0.6
John Paxson,"CHI",1989,4.8,-0.4
Kenny Payne,"PHI",1989,0,-0.2
Will Perdue,"CHI",1989,0.5,-0.8
Sam Perkins,"DAL",1989,8.1,3.3
Tim Perry,"PHO",1989,1.2,0.1
Chuck Person,"IND",1989,5.4,1.5
Jim Petersen,"GSW",1989,0.4,-0.3
Drazen Petrovic,"POR",1989,2.8,0.4
Ricky Pierce,"MIL",1989,5.8,1.1
Ed Pinckney,"BOS",1989,2.9,0.9
Scottie Pippen,"CHI",1989,5.7,3.6
Olden Polynice,"SEA",1989,2.5,-0.1
Terry Porter,"POR",1989,11.7,4.4
Paul Pressey,"MIL",1989,3,0.9
Harold Pressley,"SAC",1989,2.3,0.7
Mark Price,"CLE",1989,10.1,4
Brian Quinnett,"NYK",1989,-0.1,-0.2
Kurt Rambis,"TOT",1989,4.1,2.2
Blair Rasmussen,"DEN",1989,5.2,0.4
J.R. Reid,"CHH",1989,1.1,-0.3
Robert Reid,"TOT",1989,-0.3,-0.8
Jerry Reynolds,"ORL",1989,1.3,0.5
Glen Rice,"MIA",1989,1.4,-0.7
Pooh Richardson,"MIN",1989,4.4,1
Mitch Richmond,"GSW",1989,5.2,1.2
David Rivers,"LAC",1989,-0.2,-0.6
Doc Rivers,"ATL",1989,4,2.4
Fred Roberts,"MIL",1989,3.5,0
Alvin Robertson,"MIL",1989,7.5,4.9
Clifford Robinson,"POR",1989,0.3,-1.1
David Robinson,"SAS",1989,15.1,6.4
Dennis Rodman,"DET",1989,9.3,3.2
Tree Rollins,"CLE",1989,0.7,0
Doug Roth,"WSB",1989,0.4,-0.2
Scott Roth,"MIN",1989,0.7,-0.5
Jim Rowinski,"MIA",1989,0.2,0
Brian Rowsom,"CHH",1989,1,-0.1
Donald Royal,"MIN",1989,1.3,-0.1
Delaney Rudd,"UTA",1989,0.1,-0.8
John Salley,"DET",1989,6.1,2.4
Ralph Sampson,"SAC",1989,-0.6,-0.5
Jeff Sanders,"CHI",1989,-0.3,-0.3
Mike Sanders,"IND",1989,1,-0.5
Danny Schayes,"DEN",1989,4.5,1
Detlef Schrempf,"IND",1989,8.1,2.4
Byron Scott,"LAL",1989,6,1.7
Rony Seikaly,"MIA",1989,3.2,0.1
Brad Sellers,"TOT",1989,0.2,-0.5
Charles Shackleford,"NJN",1989,1.5,-0.6
John Shasky,"GSW",1989,-0.1,-0.1
Purvis Short,"NJN",1989,3.3,-0.1
Dexter Shouse,"PHI",1989,-0.1,-0.1
Jerry Sichting,"TOT",1989,0.2,-0.6
Jack Sikma,"MIL",1989,5,1.7
Scott Skiles,"ORL",1989,2,-0.2
Charles Smith2,"BOS",1989,1.1,0.2
Charles Smith1,"LAC",1989,9.4,2.5
Derek Smith,"PHI",1989,2.9,0.2
Kenny Smith,"TOT",1989,2.6,-0.5
Larry Smith,"HOU",1989,2.6,0.8
Michael Smith1,"BOS",1989,0.7,-0.2
Otis Smith,"ORL",1989,3.3,1.4
Rik Smits,"IND",1989,6.6,1.7
Mike Smrek,"GSW",1989,-0.1,-0.1
Rory Sparrow,"MIA",1989,0.7,-1.4
John Stockton,"UTA",1989,14.4,4.5
Greg Stokes,"SAC",1989,-0.2,-0.1
Rod Strickland,"TOT",1989,4.3,1.4
Jon Sundvold,"MIA",1989,0.8,-0.5
Roy Tarpley,"DAL",1989,3.5,1
Jay Taylor,"NJN",1989,-0.1,-0.1
Leonard Taylor,"GSW",1989,-0.1,-0.1
Terry Teagle,"GSW",1989,2.7,-0.4
Reggie Theus,"ORL",1989,2.5,0.4
Isiah Thomas,"DET",1989,6.7,3.4
Billy Thompson,"MIA",1989,3.6,1.7
LaSalle Thompson,"IND",1989,2.4,0.4
Mychal Thompson,"LAL",1989,4.7,0.4
Bob Thornton,"PHI",1989,0.3,-0.3
Otis Thorpe,"HOU",1989,8.5,3.2
Sedale Threatt,"SEA",1989,4.6,1.2
Wayman Tisdale,"SAC",1989,7,0.7
Tom Tolbert,"GSW",1989,2.5,-0.3
Sedric Toney,"TOT",1989,0,-1
Kelly Tripucka,"CHH",1989,2.1,0.5
Trent Tucker,"NYK",1989,3.3,0.7
Andre Turner,"TOT",1989,-0.3,-0.2
Henry Turner,"SAC",1989,0.3,-0.1
Jeff Turner,"ORL",1989,-0.2,-0.9
Melvin Turpin,"WSB",1989,1.8,0
Kelvin Upshaw,"TOT",1989,0.3,-0.1
Kiki Vandeweghe,"NYK",1989,0.8,-0.2
Jay Vincent,"TOT",1989,0.5,-0.3
Sam Vincent,"ORL",1989,2.4,0.4
Gary Voce,"CLE",1989,0,0
Alexander Volkov,"ATL",1989,1.4,0.3
Mark Wade,"DAL",1989,0,0
Darrell Walker,"WSB",1989,6.3,3.5
Kenny Walker,"NYK",1989,4,0.5
Spud Webb,"ATL",1989,4.5,1
Chris Welp,"TOT",1989,0,-0.2
Bill Wennington,"DAL",1989,1.2,-0.1
Doug West,"MIN",1989,-0.1,-0.5
Mark West,"PHO",1989,8.2,2.4
Randy White,"DAL",1989,-0.2,-0.8
Mitchell Wiggins,"HOU",1989,5.4,1
Morlon Wiley,"ORL",1989,0.1,-0.2
Dominique Wilkins,"ATL",1989,11.1,4.2
Eddie Lee Wilkins,"NYK",1989,0.8,-1.2
Gerald Wilkins,"NYK",1989,4.4,1.4
Buck Williams,"POR",1989,8.7,2.7
Herb Williams,"DAL",1989,2.2,0.2
Hot Rod Williams,"CLE",1989,8.7,3
John Williams,"WSB",1989,1.3,0.4
Micheal Williams,"TOT",1989,0.7,0.2
Mike Williams,"TOT",1989,0,-0.1
Reggie Williams,"TOT",1989,0,-0.6
Kevin Willis,"ATL",1989,4.7,0.5
David Wingate,"SAS",1989,1.9,0.1
Randy Wittman,"IND",1989,0,-0.6
Joe Wolf,"LAC",1989,-0.2,-1.2
Leon Wood,"NJN",1989,0.3,-0.2
Mike Woodson,"HOU",1989,0.7,-0.7
Orlando Woolridge,"LAL",1989,4.8,0.9
Haywoode Workman,"ATL",1989,0.1,0.1
James Worthy,"LAL",1989,10.6,4.5
Danny Young,"POR",1989,3,0.6
Michael Young,"LAC",1989,1.1,0.1
Alaa Abdelnaby,"POR",1990,0.5,-0.2
Mahmoud Abdul-Rauf,"DEN",1990,-1,-1.6
Mark Acres,"ORL",1990,2.5,0.1
Michael Adams,"DEN",1990,6.3,3.8
Mark Aguirre,"DET",1990,5.5,1.4
Danny Ainge,"POR",1990,6.2,2.1
Mark Alarie,"WSB",1990,0.6,-0.2
Steve Alford,"DAL",1990,0.6,0
Greg Anderson,"TOT",1990,-0.3,-1.3
Nick Anderson,"ORL",1990,3.1,0.5
Ron Anderson,"PHI",1990,4.1,-0.2
Willie Anderson,"SAS",1990,4.8,1.4
Michael Ansley,"ORL",1990,3.1,0.4
B.J. Armstrong,"CHI",1990,4.1,0.1
Vincent Askew,"GSW",1990,0.2,0
Keith Askins,"MIA",1990,0.6,0.2
Milos Babic,"CLE",1990,-0.1,-0.1
Thurl Bailey,"UTA",1990,3.7,0.5
Cedric Ball,"LAC",1990,0,-0.1
Ken Bannister,"LAC",1990,0.2,-0.4
Charles Barkley,"PHI",1990,13.4,7.4
Dana Barros,"SEA",1990,2.5,0.3
John Battle,"ATL",1990,4,-0.2
Kenny Battle,"TOT",1990,1.3,0.3
William Bedford,"DET",1990,1.3,0.1
Benoit Benjamin,"TOT",1990,3,0.5
Winston Bennett,"CLE",1990,0.2,-0.2
Larry Bird,"BOS",1990,6.6,3.8
Rolando Blackman,"DAL",1990,5.5,1.1
Lance Blanks,"DET",1990,0.1,-0.1
Mookie Blaylock,"NJN",1990,2.1,1
Muggsy Bogues,"CHH",1990,4.8,0.6
Manute Bol,"PHI",1990,1.3,0.3
Anthony Bonner,"SAC",1990,0.7,0
Sam Bowie,"NJN",1990,2.6,0.7
Randy Breuer,"MIN",1990,1,-0.4
Frank Brickowski,"MIL",1990,4.7,1.3
Scott Brooks,"MIN",1990,2.6,0.3
Chucky Brown,"CLE",1990,1.6,-0.5
Dee Brown,"BOS",1990,3.5,0.3
Mike Brown,"UTA",1990,2.4,0
Tony Brown,"TOT",1990,0.2,-0.2
Mark Bryant,"POR",1990,2.1,0
Jud Buechler,"NJN",1990,1.2,-0.2
Matt Bullard,"HOU",1990,0.2,0
Willie Burton,"MIA",1990,2.1,-0.4
Greg Butler,"LAC",1990,-0.1,-0.1
Michael Cage,"SEA",1990,4.3,1.6
Adrian Caldwell,"HOU",1990,0.1,-0.2
Rick Calloway,"SAC",1990,-0.3,-0.8
Elden Campbell,"LAL",1990,1.1,0.1
Tony Campbell,"MIN",1990,3.7,0.8
Antoine Carr,"SAC",1990,5.4,1.7
Joe Barry Carroll,"PHO",1990,0,-0.1
Bill Cartwright,"CHI",1990,4.2,0.2
Terry Catledge,"ORL",1990,1.6,-0.2
Duane Causwell,"SAC",1990,2.8,0.8
Cedric Ceballos,"PHO",1990,1.3,-0.4
Tom Chambers,"PHO",1990,5.4,0.6
Rex Chapman,"CHH",1990,3,0.8
Maurice Cheeks,"NYK",1990,5.2,1.1
Derrick Chievous,"CLE",1990,-0.1,-0.2
Richard Coffey,"MIN",1990,0.2,-0.4
Derrick Coleman,"NJN",1990,5.8,1.7
Bimbo Coles,"MIA",1990,1.1,-0.3
Steve Colter,"SAC",1990,0.3,-0.1
Lester Conner,"TOT",1990,2.1,0.3
Anthony Cook,"DEN",1990,0.5,-0.6
Wayne Cooper,"POR",1990,1.4,0
Tyrone Corbin,"MIN",1990,5.4,2.9
Dave Corzine,"SEA",1990,0.4,0
Pat Cummings,"UTA",1990,0.1,0
Terry Cummings,"SAS",1990,5.6,1.6
Earl Cureton,"CHH",1990,-0.1,-0.2
Dell Curry,"CHH",1990,2.7,0.9
Quintin Dailey,"SEA",1990,0.3,-0.3
Adrian Dantley,"MIL",1990,0.1,-0.1
Brad Daugherty,"CLE",1990,9,3.1
Brad Davis,"DAL",1990,1.6,-0.6
Terry Davis,"MIA",1990,2,0
Walter Davis,"TOT",1990,2,-0.1
Johnny Dawkins,"PHI",1990,0.6,0.1
Tony Dawson,"SAC",1990,0,0
Byron Dinkins,"TOT",1990,0,-0.2
Vlade Divac,"LAL",1990,8.3,3.3
James Donaldson,"DAL",1990,4.3,0.1
Sherman Douglas,"MIA",1990,5.4,1.7
Greg Dreiling,"IND",1990,1.1,-0.3
Larry Drew,"LAL",1990,0.5,-0.4
Clyde Drexler,"POR",1990,12.4,6.7
Kevin Duckworth,"POR",1990,4.3,-0.7
Chris Dudley,"NJN",1990,2.2,0.3
Joe Dumars,"DET",1990,9.9,2.9
T.R. Dunn,"DEN",1990,0.3,0
Ledell Eackles,"WSB",1990,1.2,-1
Mark Eaton,"UTA",1990,5.5,2.5
Blue Edwards,"UTA",1990,2.2,0.7
James Edwards,"DET",1990,3.5,-0.6
Kevin Edwards,"MIA",1990,1.6,0.4
Craig Ehlo,"CLE",1990,3.4,2
Mario Elie,"TOT",1990,1.6,0.3
Sean Elliott,"SAS",1990,8.8,2.8
Dale Ellis,"TOT",1990,3.2,0.6
Pervis Ellison,"WSB",1990,4,1.3
A.J. English,"WSB",1990,0.2,-1
Alex English,"DAL",1990,0.6,-1
Patrick Ewing,"NYK",1990,10,4.6
Jim Farmer,"TOT",1990,0.1,-0.4
Dave Feitl,"HOU",1990,0.2,-0.7
Duane Ferrell,"ATL",1990,1.9,0
Danny Ferry,"CLE",1990,1,-0.5
Vern Fleming,"IND",1990,4.4,1.2
Sleepy Floyd,"HOU",1990,3.7,0.6
Greg Foster,"WSB",1990,0.6,-0.3
Anthony Frederick,"SAC",1990,0,-0.2
Corey Gaines,"DEN",1990,0.3,-0.3
Kevin Gamble,"BOS",1990,8.3,2.8
Winston Garland,"LAC",1990,2.4,0.4
Tom Garrick,"LAC",1990,1.8,0.2
Kenny Gattison,"CHH",1990,3,0.3
Tate George,"NJN",1990,0.4,-0.5
Derrick Gervin,"NJN",1990,0.8,-0.8
Kendall Gill,"CHH",1990,1.8,1.2
Armen Gilliam,"TOT",1990,4.6,0.5
Gerald Glass,"MIN",1990,0.5,-0.2
Mike Gminski,"TOT",1990,2.9,-0.3
Dan Godfread,"MIN",1990,0.1,0
Jim Grandholm,"DAL",1990,0.4,0
Gary Grant,"LAC",1990,1.7,-0.3
Greg Grant,"NYK",1990,0,-0.1
Harvey Grant,"WSB",1990,6.7,2.2
Horace Grant,"CHI",1990,10.3,4.3
Stuart Gray,"NYK",1990,0,-0.1
Jeff Grayer,"MIL",1990,1.5,-0.2
A.C. Green,"LAL",1990,6.1,1.4
Rickey Green,"PHI",1990,3.3,-0.7
Sidney Green,"SAS",1990,1.9,-0.3
Dave Greenwood,"SAS",1990,1.7,0.2
Darrell Griffith,"UTA",1990,0,-0.8
Scott Haffner,"CHH",1990,-0.1,0
Jack Haley,"NJN",1990,2.2,-0.8
Tom Hammonds,"WSB",1990,0.8,-1
Bob Hansen,"SAC",1990,-0.1,-0.4
Tim Hardaway,"GSW",1990,9.9,4.9
Derek Harper,"DAL",1990,7.6,3.5
Ron Harper,"LAC",1990,0.9,1
Tony Harris,"PHI",1990,-0.2,-0.2
Scott Hastings,"DET",1990,0.5,0.1
Hersey Hawkins,"PHI",1990,9.8,4.3
Gerald Henderson,"DET",1990,0.5,0
Steve Henson,"MIL",1990,1.2,-0.2
Mike Higgins,"SAC",1990,0,-0.1
Rod Higgins,"GSW",1990,5.3,1.5
Sean Higgins,"SAS",1990,0,-0.6
Tyrone Hill,"GSW",1990,2.1,-0.6
Roy Hinson,"NJN",1990,0.1,-0.1
Craig Hodges,"CHI",1990,1.7,-0.3
Dave Hoppen,"TOT",1990,0.2,-0.1
Dennis Hopson,"CHI",1990,0.5,-0.3
Jeff Hornacek,"PHO",1990,9.7,4
Jay Humphries,"MIL",1990,8.6,2.7
Byron Irvin,"WSB",1990,0.9,0.1
Mark Jackson,"NYK",1990,4.2,1
Dave Jamerson,"HOU",1990,0.1,-0.2
Henry James,"CLE",1990,0.6,-0.2
Les Jepsen,"GSW",1990,0,-0.2
Avery Johnson,"TOT",1990,1.6,-0.4
Buck Johnson,"HOU",1990,4.6,0.9
Eddie Johnson2,"TOT",1990,5.5,0.4
Kevin Johnson,"PHO",1990,12.7,5.1
Magic Johnson,"LAL",1990,15.4,7.6
Steve Johnson,"GSW",1990,0.2,-0.1
Vinnie Johnson,"DET",1990,3.8,1.2
Charles Jones1,"WSB",1990,2.9,1.2
Michael Jordan,"CHI",1990,20.3,9.8
Shawn Kemp,"SEA",1990,6.1,2.4
Steve Kerr,"CLE",1990,1.3,-0.6
Jerome Kersey,"POR",1990,6.7,2.9
Alec Kessler,"MIA",1990,-0.1,-1.8
Randolph Keys,"CHH",1990,-0.2,-0.2
Bo Kimble,"LAC",1990,0,-0.8
Bernard King,"WSB",1990,3.5,1.3
Stacey King,"CHI",1990,1.5,-0.4
Greg Kite,"ORL",1990,2,0.2
Joe Kleine,"BOS",1990,1.2,-0.6
Negele Knight,"PHO",1990,0.6,-0.5
Bart Kofoed,"GSW",1990,-0.1,0
Jon Koncak,"ATL",1990,2.5,1.3
Frank Kornet,"MIL",1990,-0.1,-0.2
Bill Laimbeer,"DET",1990,8,2.7
Jerome Lane,"DEN",1990,0.6,0.2
Andrew Lang,"PHO",1990,3.7,1.3
Eric Leckner,"TOT",1990,0.2,-1.2
Kurk Lee,"NJN",1990,-0.1,-0.3
Tim Legler,"DEN",1990,-0.1,-0.2
Gary Leonard,"ATL",1990,0,0
Jim Les,"SAC",1990,3.6,0.3
Clifford Lett,"SAS",1990,0,-0.1
Fat Lever,"DAL",1990,0,0
Cliff Levingston,"CHI",1990,2,0.2
Reggie Lewis,"BOS",1990,7.5,2
Marcus Liberty,"DEN",1990,-0.1,-0.7
Todd Lichti,"DEN",1990,1,0.2
Alton Lister,"GSW",1990,1.9,-0.1
Ian Lockhart,"PHO",1990,0,0
Brad Lohaus,"MIL",1990,1.8,0.5
Grant Long,"MIA",1990,5,2.4
John Long,"DET",1990,0.5,0
Rick Mahorn,"PHI",1990,4.4,0.9
Dan Majerle,"PHO",1990,7.2,3.3
Jeff Malone,"UTA",1990,5.1,0.5
Karl Malone,"UTA",1990,15.5,6.5
Moses Malone,"ATL",1990,5.6,0.5
Danny Manning,"LAC",1990,5.2,2.7
Sarunas Marciulionis,"GSW",1990,2.5,0.4
Jeff Martin,"LAC",1990,1.3,-0.5
